Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
KDMN,"Kadmon Holdings, Inc.",2.98,$154.5M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,51.04,$1.42B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,106.28,$11.2B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,27.97,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,22.81,$2.21B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",45.41,$6.24B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KED,Kayne Anderson Energy Development Company,16.48,$177.31M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",10.6,$388.69M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",14.13,$311.34M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,17.91,$2.05B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.3037,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,48.07,$19.06B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,KB Home,21.3,$1.82B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",17.91,$2.51B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.0891,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
FRAC,"Keane Group, Inc.",14.93,$1.67B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/frac
K,Kellogg Company,68.61,$23.68B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,20.14,$963.56M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,26.77,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,50.7,$2.6B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,38.27,$3.1B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,18.9,$2.16B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KWN,Kennedy-Wilson Holdings Inc.,25.4268,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn
KEN,Kenon Holdings Ltd.,17.19,$923.44M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ken
KEG,"Key Energy Services, Inc.",11.95,$240.24M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg
KEY,KeyCorp,18.09,$19.67B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,28.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^i
KEYS,Keysight Technologies Inc.,41.62,$7.74B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,68.99,$6.79B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,15.675,$258.58M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,121.87,$43.06B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,20.03,$8.53B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.2805,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,24.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^l
KMI,"Kinder Morgan, Inc.",19.39,$43.3B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",42.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a
KND,"Kindred Healthcare, Inc.",6.65,$578.68M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KFS,"Kingsway Financial Services, Inc.",5.925,$140.19M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,4.53,$5.65B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,64.65,$3.86B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,12.8,$2.66B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,20.36,$1.7B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg
KKR,KKR & Co. L.P.,18.94,$8.9B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,27.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. L.P.,26.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b
KFN^,KKR Financial Holdings LLC,26.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,KKR Income Opportunities Fund,17.47,$266.51M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,21.24,$1.14B,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kref
KMG,"KMG Chemicals, Inc.",50.04,$594.96M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",39.82,$7.07B,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",18.3,$902.59M,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,23.25,$690.39M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,15.32,$1.37B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,44.89,$7.57B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,41.58,$38.96B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,42.05,$872.35M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,17.9,$22.98B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",41.2,$239.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,36.87,$2.08B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,7.56,$2.94B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,33.12,$1.03B,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),21.44,$19.15B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,22.29,$2.58B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KT,KT Corporation,14.2,$6.96B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
KYO,Kyocera Corporation,62.44,$22.96B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LB,"L Brands, Inc.",39.98,$11.35B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),8.35,$58.31M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",187.3,$14.65B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LQ,La Quinta Holdings Inc.,16.6,$1.95B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,153.75,$15.65B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,13.67,$1.51B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr
LW,"Lamb Weston Holdings, Inc.",46.28,$6.76B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw
LDR,"Landauer, Inc.",68,$667.09M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr
LCI,Lannett Co Inc,16.85,$628.24M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",12.27,$2.98B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,63.63,$50.35B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,28.84,$3.27B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LHO^I,LaSalle Hotel Properties,25.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^j
LTM,LATAM Airlines Group S.A.,13.66,$8.28B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ltm
LDF,"Latin American Discovery Fund, Inc. (The)",12.34,$82.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,16.91,$162.42M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,42.45,$5.16B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",11.31,$77.81M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,25.4,$1.23B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,105.85,$2.64B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lcii
LFGR,Leaf Group Ltd.,6.5,$134.51M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr
LEA,Lear Corporation,166.62,$11.33B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2,$113.43M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,13.64,$286.3M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg
LM,"Legg Mason, Inc.",38.21,$3.58B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.85,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.02,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",45.88,$6.07B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,24.076,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.1342,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.32,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,15.97,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp
XKE,Lehman ABS Corporation,1.9158,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke
LDOS,"Leidos Holdings, Inc.",57.33,$8.67B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.73,$234.87M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,6.14,$2.53B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,51.7,$12.12B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",167.24,$7.05B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,23.37,$8.38B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LVLT,"Level 3 Communications, Inc.",52.45,$19.02B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt
LXP,Lexington Realty Trust,10.05,$2.42B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,50.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",14.89,$10.66B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,5.77,$1.1B,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",5.04,$134.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg
LPT,Liberty Property Trust,42.7,$6.29B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",81.17,$3.78B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",2.58,$177.67M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,70.67,$15.66B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,89.98,$961.85M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,35.43,$7.81B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",112.15,$2.81B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",42.17,$8.69B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.53,$63.06B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,14.44,$259.68M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,303.8,$87.49B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,47.5,$15.99B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LPX,Louisiana-Pacific Corporation,27.21,$3.94B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",77.67,$64.68B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,7.04,$199.97M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",16.63,$580.24M,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",48.32,$1.91B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",2.66,$77.46M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",37.54,$1.07B,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,12.64,$333.7M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",47.6,$1.6B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
LDL,"Lydall, Inc.",54.2,$934.08M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,23.36,$746.27M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,95.58,$37.83B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,151.67,$23.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1030,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1086,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",31.91,$1.66B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",25.2,$632.64M,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MHO^A.CL,"M/I Homes, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a.cl
MAC,Macerich Company (The),54.5,$7.71B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,23.38,$2.1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,26.23,$327.04M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company,74.37,$6.15B,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,13.74,$117.3M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,104.19,$6.98B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,22.1,$6.73B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.63,$147.02M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.51,$66.74M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,70.99,$16.19B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",51.76,$19.17B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,11.5,$391.43M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MH^A,"Maiden Holdings, Ltd.",25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",26.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",24.4438,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",25.7274,n/a,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",26.23,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,39.91,$2.27B,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MSCA,Main Street Capital Corporation,25.7089,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca
MMD,MainStay DefinedTerm Municipal Opportunities Fund,20.15,$555.22M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,33.76,$3.28B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,13.93,$94.73M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,16.9,$2.77B,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",7.98,$1.12B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",3.7,$55.8M,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,115.69,$7.72B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,19.65,$38.87B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,12.02,$10.22B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,53.58,$27.13B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",25.02,$953.69M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),26.65,$741.39M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,1.7,$67.23M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MPX,Marine Products Corporation,15.63,$545.22M,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",15.3,$363.15M,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1053.26,$14.65B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
VAC,Marriot Vacations Worldwide Corporation,114.1,$3.08B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",81.45,$41.75B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",202.4,$12.72B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,37.25,$11.87B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,65.2,$1.93B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",44.6,$3.69B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,141.4,$156.8B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,24.75,$2.49B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,38.7,$775.5M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",25.91,$1.12B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",12.7,$242.46M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MMS,"Maximus, Inc.",63.29,$4.11B,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",23.22,$1.55B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",10.02,$1.26B,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",98.93,$12.95B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc.v
MDR,"McDermott International, Inc.",6.8,$1.93B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,156.68,$126.91B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.43,$758.83M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,148.42,$31.21B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",26.64,$5.2B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MTL,Mechel PAO,5.31,$1.11B,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,0.9514,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MRT,"MedEquities Realty Trust, Inc.",11.73,$372.5M,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt
MPW,"Medical Properties Trust, Inc.",13.14,$4.78B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,58.14,$693.62M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,5.81,$316.5M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,25.0789,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,26.12,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,25.32,n/a,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,24.69,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,6.15,$178.18M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",43.1,$4.03B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
