Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SSNC,"SS&C Technologies Holdings, Inc.",38.12,$7.83B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
SSRM,SSR Mining Inc.,10.18,$1.22B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssrm
STAA,STAAR Surgical Company,11.3,$464.53M,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",0.58,$8.99M,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf
STMP,Stamps.com Inc.,205,$3.47B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp
STLY,"Stanley Furniture Company, Inc.",1.24,$18.7M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
SBLK,Star Bulk Carriers Corp.,10.73,$680.45M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
SBLKL,Star Bulk Carriers Corp.,25.1,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl
SBUX,Starbucks Corporation,54.69,$78.97B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
STFC,State Auto Financial Corporation,24.67,$1.04B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
STBZ,State Bank Financial Corporation.,27.22,$1.06B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
SNC,"State National Companies, Inc.",20.95,$883.54M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
STDY,SteadyMed Ltd.,3.35,$88.96M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
GASS,"StealthGas, Inc.",3.33,$132.74M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
STLD,"Steel Dynamics, Inc.",33.8,$8.11B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld
SMRT,"Stein Mart, Inc.",1.38,$66.13M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt
STLR,Stellar Acquisition III Inc.,10.22,$92.08M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlr
STLRU,Stellar Acquisition III Inc.,10.56,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlru
STLRW,Stellar Acquisition III Inc.,0.3444,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlrw
SBOT,"Stellar Biotechnologies, Inc.",1.16,$12.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot
STML,"Stemline Therapeutics, Inc.",10.75,$271.76M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
SRCL,"Stericycle, Inc.",71,$6.06B,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
SRCLP,"Stericycle, Inc.",58.19,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp
STRL,Sterling Construction Company Inc,14.84,$401.13M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",42.6,$2.52B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,10.3,$89.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
SYBT,"Stock Yards Bancorp, Inc.",35.2,$797.63M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
BANX,StoneCastle Financial Corp,20.45,$133.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banx
SGBK,Stonegate Bank,49.26,$753.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgbk
SSKN,"Strata Skin Sciences, Inc.",1.63,$4.04M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
SSYS,"Stratasys, Ltd.",23.68,$1.25B,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRT,Strattec Security Corporation,38.65,$143M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,30,$243.8M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
STRA,"Strayer Education, Inc.",83.01,$927.01M,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra
STRM,"Streamline Health Solutions, Inc.",1.48,$29.58M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,7.15,$252.65M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp
STB,Student Transportation Inc,5.83,$552.7M,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb
SCMP,"Sucampo Pharmaceuticals, Inc.",12.1,$563.28M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp
SUMR,"Summer Infant, Inc.",1.81,$33.65M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",23.77,$295.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
SSBI,Summit State Bank,12.3,$74.13M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,12.25,$151.72M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt
SNBC,"Sun Bancorp, Inc.",23.5,$448.66M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
SNHY,Sun Hydraulics Corporation,51.65,$1.4B,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy
SNDE,Sundance Energy Australia Limited,4.23,$52.85M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",2.13,$50.08M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss
STKL,"SunOpta, Inc.",8.4,$726.53M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,8.45,$1.18B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,6.44,$684.3M,2015,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/run
SBCP,"Sunshine Bancorp, Inc.",21.74,$174.5M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp
SUNW,"Sunworks, Inc.",1.47,$33.01M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw
SMCI,"Super Micro Computer, Inc.",21.2,$1.03B,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
SPCB,"SuperCom, Ltd.",2.71,$40.48M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.12,$12.01M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon
SGC,"Superior Uniform Group, Inc.",23.01,$339.91M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc
SUPN,"Supernus Pharmaceuticals, Inc.",49.65,$2.52B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn
SPRT,"support.com, Inc.",2.38,$44.52M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt
SGRY,"Surgery Partners, Inc.",9.85,$483.84M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",29.9,$391.99M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
SBBX,Sussex Bancorp,23.65,$142.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx
SIVB,SVB Financial Group,172.65,$9.1B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb
SIVBO,SVB Financial Group,26.7154,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivbo
SYKE,"Sykes Enterprises, Incorporated",27.12,$1.17B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,33.77,$20.75B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",2.6,$100.54M,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync
SYNL,Synalloy Corporation,11.5,$100.24M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,40.44,$1.36B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",16.75,$776.74M,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
SNDX,"Syndax Pharmaceuticals, Inc.",11.85,$263.31M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx
SGYP,"Synergy Pharmaceuticals, Inc.",2.68,$602.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
SYBX,"Synlogic, Inc.",18.73,$304.97M,2015,n/a,n/a,http://www.nasdaq.com/symbol/sybx
SNPS,"Synopsys, Inc.",80.43,$12.08B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps
SYNT,"Syntel, Inc.",18.41,$1.54B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
SYMX,"Synthesis Energy Systems, Inc.",0.48,$41.95M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/symx
SYPR,"Sypris Solutions, Inc.",1.47,$31.5M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr
SYRS,"Syros Pharmaceuticals, Inc.",17.17,$450.89M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs
TROW,"T. Rowe Price Group, Inc.",85.35,$20.51B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",4.6,$141.52M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
TRHC,"Tabula Rasa HealthCare, Inc.",26.07,$466.16M,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc
TCMD,"Tactile Systems Technology, Inc.",34.3,$604.69M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd
TAIT,Taitron Components Incorporated,1.5964,$8.89M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait
TTWO,"Take-Two Interactive Software, Inc.",100.82,$10.74B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,38.77,$1.12B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd
TNDM,"Tandem Diabetes Care, Inc.",0.6033,$30.3M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",8.4,$77.88M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf
TANH,Tantech Holdings Ltd.,4.11,$99.92M,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tanh
TPIV,TapImmune Inc.,3.07,$31.19M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv
TEDU,"Tarena International, Inc.",14.49,$833M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu
TATT,TAT Technologies Ltd.,10.5711,$93.33M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt
TAYD,"Taylor Devices, Inc.",11,$38M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd
CGBD,"TCG BDC, Inc.",18.63,$1.15B,2017,n/a,n/a,http://www.nasdaq.com/symbol/cgbd
TCPC,TCP Capital Corp.,15.74,$925.39M,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc
AMTD,TD Ameritrade Holding Corporation,45.65,$24.11B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd
TEAR,TearLab Corporation,1.41,$8.1M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tear
TECD,Tech Data Corporation,87.52,$3.34B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,5.1,$9.38M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco
TTGT,"TechTarget, Inc.",10.99,$301.14M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt
TGLS,Tecnoglass Inc.,6.83,$231.06M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,3.12,$77.11M,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen
TNAV,"Telenav, Inc.",6.35,$279.06M,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav
TTEC,"TeleTech Holdings, Inc.",39,$1.79B,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec
TLGT,"Teligent, Inc.",6.9,$368.4M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt
TELL,Tellurian Inc.,10.77,$2.27B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tell
TENX,"Tenax Therapeutics, Inc.",0.37,$10.45M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx
GLBL,"TerraForm Global, Inc.",4.8,$836.71M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/glbl
TERP,"TerraForm Power, Inc.",13.55,$1.9B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp
TBNK,Territorial Bancorp Inc.,29.71,$292.06M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
TSRO,"TESARO, Inc.",118.44,$6.42B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
TESO,Tesco Corporation,5.15,$240.79M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/teso
TSLA,"Tesla, Inc. ",385,$64.25B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla
TESS,TESSCO Technologies Incorporated,12.85,$107.57M,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess
TTEK,"Tetra Tech, Inc.",43.2,$2.44B,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek
TTPH,"Tetraphase Pharmaceuticals, Inc.",7.11,$362.99M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
TCBI,"Texas Capital Bancshares, Inc.",79.95,$3.97B,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi
TCBIL,"Texas Capital Bancshares, Inc.",25.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil
TCBIP,"Texas Capital Bancshares, Inc.",25.5,$153M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip
TCBIW,"Texas Capital Bancshares, Inc.",64.0304,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw
TXN,Texas Instruments Incorporated,86.14,$85.28B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn
TXRH,"Texas Roadhouse, Inc.",47.94,$3.41B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
TFSL,TFS Financial Corporation,15.27,$4.3B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl
TGTX,"TG Therapeutics, Inc.",11.75,$808.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx
ABCO,The Advisory Board Company,53.4,$2.17B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco
ANDE,"The Andersons, Inc.",33.5,$951.4M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",7.94,$443.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,30.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bprn
BONT,"The Bon-Ton Stores, Inc.",0.45,$9.68M,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont
CG,The Carlyle Group L.P.,24.1,$7.94B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg
TCGP,The Carlyle Group L.P.,25.09,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/tcgp
CAKE,The Cheesecake Factory Incorporated,40.55,$1.91B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",18.1,$477.13M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,35.31,$164.17M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,27.5,$2.11B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",4.05,$65.31M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",20.47,$1.04B,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,10.3,$166.14M,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/xone
FINL,"The Finish Line, Inc.",9.88,$396.65M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl
FBMS,"The First Bancshares, Inc.",28.9,$264.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,28.45,$693.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,32.38,$8.15B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",12.95,$337.01M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",14.82,$427.85M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",41.32,$4.29B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain
FITS,The Health and Fitness ETF,26.58,$2.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fits
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.33,$44.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,25.8,$60.92M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,4.64,$61.15M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,6.21,$309.2M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,81.4,$99.17B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,26.38,$2.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old
MDCO,The Medicines Company,34.61,$2.51B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",3.93,$282.17M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",21.13,$3.82B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,121.38,$6.99B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",56.3,$1.66B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,28.3672,$2.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",1.49,$37.57M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,30.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/org
PCLN,The Priceline Group Inc. ,1854.18,$90.96B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln
PRSC,The Providence Service Corporation,51.55,$696.01M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,51.65,$1.61B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmr
SMPL,The Simply Good Foods Company,11.63,$820.64M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/smpl
SMPLW,The Simply Good Foods Company,2.41,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/smplw
TSG,The Stars Group Inc.,19.4,$2.86B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",60.09,$2.45B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",187.07,$5.58B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,33.75,$433.61M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,0.93,$22.24M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty
TRPX,Therapix Biosciences Ltd.,5.85,$20.23M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",31.87,$1.72B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",0.93,$33.36M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",9.08,$297.6M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd
TICC,TICC Capital Corp.,6.68,$343.88M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc
TICCL,TICC Capital Corp.,26.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ticcl
TIG,TiGenix,23.93,$124.42B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig
TTS,"Tile Shop Hldgs, Inc.",15.3,$794.43M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts
TIL,Till Capital Ltd.,3.89,$13.03M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til
TSBK,"Timberland Bancorp, Inc.",29.33,$215.84M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk
TNTR,"Tintri, Inc.",4.11,$131.15M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/tntr
TIPT,Tiptree Inc.,6.15,$232.73M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,14.09,$310.41M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
TTNP,"Titan Pharmaceuticals, Inc.",1.55,$32.87M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",38.55,$1.52B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,19.65,$2.4B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tivo
TMUS,"T-Mobile US, Inc.",61.8,$51.36B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus
TMUSP,"T-Mobile US, Inc.",99.99,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmusp
TOCA,Tocagen Inc.,13.1,$259.5M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,4.25,$31.91M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",1.19,$21.34M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,0.431,$515.05 ,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops
TORM          ,TOR Minerals International Inc,7.4857,$26.51M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm
TRCH,"Torchlight Energy Resources, Inc.",1.32,$79.48M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch
TSEM,Tower Semiconductor Ltd.,30.18,$2.95B,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",5.9,$157.45M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club
TOWN,Towne Bank,32.1,$2.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",20.98,$710.93M,2016,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",3.725,$62.04M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,61.35,$7.77B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,2.2,$79.46M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,9.6,$70.69M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",13.6,$96.96M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns
TGA,Transglobe Energy Corp,1.12,$80.87M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga
TA,TravelCenters of America LLC,4.6,$181.96M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TANNI,TravelCenters of America LLC,24.67,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America LLC,22.98,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America LLC,23.02,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tannz
TZOO,Travelzoo,7.9,$100.42M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,16.51,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",2.51,$149.84M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
TCBK,TriCo Bancshares,35.25,$808.11M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
TRIL,Trillium Therapeutics Inc.,5.051,$54.52M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
